order_id,customer_id,order_timestamp,prior_order_count,prior_total_spend,prior_total_discount,prior_return_count,prior_average_order_value,prior_return_rate,prior_average_discount,days_since_previous_order,is_first_order,customer_age,gender,customer_segment,customer_state,customer_country,region,customer_acquisition_cost
ORD-879761,CUST-017064,2023-02-04 17:54:13,0,0.0,0.0,0,,,,,1,53,Female,Consumer,Ajman,UAE,North,7.91
ORD-762685,CUST-004343,2022-10-06 10:04:14,0,0.0,0.0,0,,,,,1,21,Male,Consumer,California,USA,West,6.07
ORD-602881,CUST-006599,2024-12-18 18:39:41,7,11694.300000000001,4344.33,0,1670.6142857142859,0.0,620.6185714285714,359.3079861111111,0,59,Female,Consumer,New York,USA,East,26.65
ORD-148506,CUST-002201,2023-08-27 19:20:05,6,8555.8,1029.33,0,1425.9666666666665,0.0,171.55499999999998,22.06480324074074,0,19,Male,VIP,Michigan,USA,Central,21.23
ORD-608553,CUST-005527,2021-09-04 19:31:21,0,0.0,0.0,0,,,,,1,72,Male,Consumer,Illinois,USA,Central,67.53
ORD-861363,CUST-002061,2025-12-15 16:30:51,5,11812.7,2475.39,0,2362.54,0.0,495.078,919.740613425926,0,25,Female,Business,Illinois,USA,Central,79.71
ORD-408308,CUST-006068,2023-05-21 16:01:18,2,1608.53,118.50999999999999,0,804.265,0.0,59.254999999999995,568.7498148148148,0,22,Male,Consumer,Texas,USA,South,42.1
ORD-989796,CUST-018064,2022-05-12 02:51:27,0,0.0,0.0,0,,,,,1,57,Male,Consumer,Pennsylvania,USA,East,65.68
ORD-865228,CUST-000292,2023-10-31 02:45:09,4,3411.33,403.74,1,852.8325,0.25,100.935,63.38163194444444,0,50,Female,Consumer,Northern Ireland,UK,West,40.86
ORD-257471,CUST-008965,2021-06-03 20:28:34,1,132.44,3.83,0,132.44,0.0,3.83,85.16608796296296,0,50,Female,Consumer,Western Australia,Australia,West,32.51
ORD-694739,CUST-007577,2023-06-17 22:10:41,4,10566.160000000002,2904.0699999999997,0,2641.5400000000004,0.0,726.0174999999999,171.77016203703704,0,46,Male,VIP,Texas,USA,South,26.71
ORD-717783,CUST-012322,2025-03-29 18:02:41,3,4274.69,1422.74,0,1424.8966666666665,0.0,474.24666666666667,459.88399305555555,0,26,Male,Premium,Texas,USA,South,35.5
ORD-412875,CUST-004475,2023-04-10 08:44:42,2,1928.3500000000001,250.92,0,964.1750000000001,0.0,125.46,363.6781134259259,0,61,Male,Consumer,Ohio,USA,Central,8.99
ORD-477973,CUST-020970,2025-08-12 00:30:29,5,12840.570000000002,1037.18,0,2568.1140000000005,0.0,207.436,473.6850925925926,0,72,Male,Consumer,Baden-Württemberg,Germany,South,73.77
ORD-414214,CUST-008349,2024-05-27 10:20:36,2,1213.6,75.03,0,606.8,0.0,37.515,649.1196643518518,0,71,Male,Premium,Karnataka,India,South,29.56
ORD-824508,CUST-023015,2023-11-12 21:05:41,4,3034.6300000000006,558.08,0,758.6575000000001,0.0,139.52,373.50327546296296,0,51,Male,Business,Alberta,Canada,Central,23.68
ORD-240513,CUST-010053,2025-04-24 11:34:47,4,4137.63,652.05,0,1034.4075,0.0,163.0125,252.94221064814815,0,39,Male,VIP,Florida,USA,South,45.8
ORD-110995,CUST-002555,2021-10-07 20:17:20,3,3682.16,326.92,1,1227.3866666666665,0.3333333333333333,108.97333333333334,74.47958333333334,0,33,Female,Consumer,Texas,USA,South,8.55
ORD-414420,CUST-023478,2022-07-05 22:11:54,1,1336.46,686.13,0,1336.46,0.0,686.13,226.78554398148148,0,34,Female,Consumer,Pennsylvania,USA,East,75.4
ORD-868018,CUST-005938,2022-12-05 16:34:30,1,703.68,87.91,0,703.68,0.0,87.91,541.4982638888889,0,34,Female,Premium,England,UK,North,71.96
ORD-643537,CUST-022124,2022-11-14 01:52:26,0,0.0,0.0,0,,,,,1,73,Male,Premium,Abu Dhabi,UAE,South,29.22
ORD-308468,CUST-010016,2023-12-25 17:42:22,4,4402.9400000000005,199.20999999999998,0,1100.7350000000001,0.0,49.802499999999995,250.16876157407407,0,57,Male,Consumer,California,USA,West,31.35
ORD-245914,CUST-014734,2025-07-30 19:53:20,3,8131.859999999999,1070.6799999999998,0,2710.6199999999994,0.0,356.89333333333326,694.0012152777778,0,29,Male,Premium,Baden-Württemberg,Germany,South,45.21
ORD-277647,CUST-018190,2022-11-06 16:19:47,1,539.87,0.0,1,539.87,1.0,0.0,241.92799768518518,0,62,Female,Premium,Illinois,USA,Central,69.82
ORD-757626,CUST-007997,2025-06-13 04:58:35,4,2491.09,185.46,0,622.7725,0.0,46.365,219.96649305555556,0,20,Female,Premium,Texas,USA,South,5.59
ORD-273372,CUST-018184,2024-07-09 17:38:47,2,2584.9900000000002,419.15000000000003,0,1292.4950000000001,0.0,209.57500000000002,440.30596064814813,0,73,Female,Consumer,Illinois,USA,Central,19.73
ORD-448344,CUST-024390,2025-04-21 17:20:15,2,3739.84,515.71,0,1869.92,0.0,257.855,1161.150648148148,0,26,Female,Consumer,Georgia,USA,South,63.68
ORD-641591,CUST-013365,2022-04-02 03:17:54,0,0.0,0.0,0,,,,,1,36,Female,Consumer,Manitoba,Canada,Central,19.54
ORD-499327,CUST-024792,2021-12-08 14:26:41,0,0.0,0.0,0,,,,,1,59,Female,Consumer,Ohio,USA,Central,28.45
ORD-766567,CUST-016726,2024-08-09 01:43:05,0,0.0,0.0,0,,,,,1,31,Female,Consumer,Ohio,USA,Central,6.52
ORD-152641,CUST-003961,2025-12-28 15:12:09,5,6315.579999999999,477.08,0,1263.1159999999998,0.0,95.416,258.21149305555554,0,39,Female,Business,Texas,USA,South,50.72
ORD-109777,CUST-009974,2025-07-08 15:58:02,3,2574.8300000000004,1056.86,1,858.2766666666668,0.3333333333333333,352.28666666666663,314.76381944444444,0,63,Female,Consumer,Florida,USA,South,11.21
ORD-392860,CUST-019288,2024-06-18 13:13:43,5,4928.34,935.09,0,985.668,0.0,187.018,75.04065972222222,0,29,Female,VIP,Texas,USA,South,57.36
ORD-307705,CUST-024134,2024-12-16 11:49:57,8,11672.22,2371.68,1,1459.0275,0.125,296.46,93.43755787037037,0,53,Male,Consumer,New South Wales,Australia,East,9.29
ORD-345722,CUST-015523,2024-05-29 16:56:31,4,3465.97,104.15,0,866.4925,0.0,26.0375,131.8775462962963,0,50,Female,Consumer,New York,USA,East,24.33
ORD-105107,CUST-022347,2022-09-08 17:24:04,2,2845.69,1025.01,0,1422.845,0.0,512.505,102.8488888888889,0,44,Male,VIP,Wales,UK,West,73.78
ORD-690969,CUST-011560,2022-11-09 13:47:20,2,3435.7199999999993,351.30999999999995,0,1717.8599999999997,0.0,175.65499999999997,241.11775462962962,0,47,Female,Business,Scotland,UK,North,42.78
ORD-913296,CUST-003619,2024-07-23 12:16:32,2,6483.14,1122.7000000000005,0,3241.57,0.0,561.3500000000003,176.53362268518518,0,31,Male,Premium,Illinois,USA,Central,72.19
ORD-796728,CUST-024861,2022-08-04 09:53:54,0,0.0,0.0,0,,,,,1,40,Male,Premium,Northern Ireland,UK,West,39.92
ORD-310174,CUST-016042,2024-03-25 08:34:02,2,1993.46,124.99,0,996.73,0.0,62.495,788.3447337962963,0,64,Female,Business,California,USA,West,8.86
ORD-393161,CUST-010596,2024-01-26 06:15:49,3,1622.9299999999998,550.46,0,540.9766666666666,0.0,183.48666666666668,399.74107638888887,0,72,Male,Premium,Baden-Württemberg,Germany,South,17.51
ORD-264549,CUST-015619,2021-06-05 15:03:26,0,0.0,0.0,0,,,,,1,67,Male,Consumer,California,USA,West,68.89
ORD-631757,CUST-018170,2023-07-27 03:35:52,1,673.6899999999999,117.99,0,673.6899999999999,0.0,117.99,542.6514699074074,0,44,Male,Consumer,Georgia,USA,South,16.14
ORD-774051,CUST-024810,2022-04-12 06:27:30,2,4359.89,523.22,0,2179.945,0.0,261.61,27.592546296296295,0,71,Male,VIP,Ohio,USA,Central,15.21
ORD-925251,CUST-008659,2024-12-31 16:17:10,8,9542.650000000001,1634.23,0,1192.8312500000002,0.0,204.27875,23.17,0,39,Male,Consumer,Illinois,USA,Central,28.62
ORD-631800,CUST-007779,2023-05-23 09:21:02,4,10450.970000000001,4034.86,1,2612.7425000000003,0.25,1008.715,174.1907060185185,0,72,Female,Business,Uttar Pradesh,India,North,23.29
ORD-819223,CUST-023576,2021-05-27 11:12:06,0,0.0,0.0,0,,,,,1,33,Female,Consumer,England,UK,North,32.53
ORD-599035,CUST-015365,2021-08-16 10:11:08,0,0.0,0.0,0,,,,,1,51,Male,Consumer,North Carolina,USA,South,34.9
ORD-614146,CUST-007585,2022-10-30 09:16:31,0,0.0,0.0,0,,,,,1,40,Male,Consumer,Illinois,USA,Central,5.47
ORD-654955,CUST-003864,2025-10-14 08:21:25,5,2715.2099999999996,645.79,0,543.0419999999999,0.0,129.158,470.75090277777775,0,60,Female,Consumer,Florida,USA,South,53.58
ORD-739328,CUST-004257,2023-12-23 06:21:16,4,2072.58,355.31,1,518.145,0.25,88.8275,29.195474537037036,0,47,Male,Consumer,Florida,USA,South,43.36
ORD-532300,CUST-013023,2025-03-18 18:49:04,2,571.6700000000001,77.85,0,285.83500000000004,0.0,38.925,1070.5881944444445,0,34,Male,Consumer,Pennsylvania,USA,East,35.18
ORD-852143,CUST-014366,2022-09-11 18:05:15,1,532.9499999999999,151.63,0,532.9499999999999,0.0,151.63,291.3365509259259,0,21,Non-Binary,Consumer,Wales,UK,West,13.15
ORD-315740,CUST-016966,2021-04-16 04:43:57,1,3594.07,0.0,1,3594.07,1.0,0.0,84.3558449074074,0,74,Male,Consumer,North Rhine,Germany,West,22.45
ORD-334186,CUST-009962,2023-02-07 04:13:29,5,5573.93,447.04999999999995,0,1114.786,0.0,89.41,159.64377314814814,0,18,Male,Business,Scotland,UK,North,71.51
ORD-930352,CUST-002645,2025-01-23 05:54:29,6,4279.250000000001,514.1,0,713.2083333333335,0.0,85.68333333333334,464.83493055555556,0,57,Female,Consumer,Florida,USA,South,48.17
ORD-299353,CUST-011460,2025-02-08 08:01:39,4,4209.870000000001,813.6,0,1052.4675000000002,0.0,203.4,219.7052314814815,0,41,Male,Business,Wales,UK,West,75.56
ORD-879486,CUST-012543,2024-11-20 10:19:48,4,3499.12,212.70000000000002,1,874.78,0.25,53.175000000000004,15.845254629629629,0,71,Male,Consumer,Alberta,Canada,Central,18.95
ORD-563243,CUST-013315,2021-12-08 17:36:38,0,0.0,0.0,0,,,,,1,68,Male,Consumer,Northern Ireland,UK,West,35.59
ORD-305413,CUST-010613,2024-12-27 23:37:20,2,1694.98,641.71,0,847.49,0.0,320.855,229.0571527777778,0,56,Female,Premium,Pennsylvania,USA,East,51.73
ORD-725842,CUST-002726,2024-12-05 13:08:58,6,8209.56,1163.3899999999999,1,1368.26,0.16666666666666666,193.8983333333333,158.49800925925925,0,65,Female,Consumer,Pennsylvania,USA,East,26.13
ORD-698904,CUST-022939,2025-04-04 13:15:51,5,8192.31,2085.3700000000003,0,1638.462,0.0,417.07400000000007,333.3610185185185,0,59,Female,Premium,Michigan,USA,Central,27.04
ORD-795812,CUST-019134,2024-11-07 04:12:03,5,6496.660000000001,1045.6100000000001,0,1299.332,0.0,209.122,260.47174768518516,0,44,Male,Consumer,Michigan,USA,Central,12.22
ORD-715295,CUST-024640,2023-04-12 05:27:14,1,202.31,0.0,0,202.31,0.0,0.0,339.5374189814815,0,53,Male,Premium,Illinois,USA,Central,10.92
ORD-170990,CUST-023559,2024-11-13 14:12:05,4,1141.55,182.27,0,285.3875,0.0,45.5675,373.1491203703704,0,20,Male,Consumer,Texas,USA,South,32.59
ORD-433617,CUST-005439,2024-04-15 13:55:34,8,7723.1900000000005,823.4499999999999,2,965.3987500000001,0.25,102.93124999999999,4.225416666666667,0,50,Female,Premium,Ohio,USA,Central,12.52
ORD-170003,CUST-004149,2022-06-06 15:36:04,1,349.28,33.61,0,349.28,0.0,33.61,223.8396412037037,0,59,Female,Consumer,California,USA,West,8.99
ORD-250529,CUST-015807,2025-12-16 17:41:28,7,11883.59,1479.7200000000003,0,1697.6557142857143,0.0,211.38857142857145,29.403310185185184,0,31,Male,Premium,Texas,USA,South,79.81
ORD-983662,CUST-019239,2022-08-08 05:55:38,2,1959.84,170.48999999999998,0,979.92,0.0,85.24499999999999,42.51083333333333,0,56,Female,Consumer,Northern Ireland,UK,West,29.16
ORD-205655,CUST-013458,2023-10-26 18:30:51,5,2644.63,529.0799999999999,0,528.926,0.0,105.81599999999999,48.93971064814815,0,33,Male,Premium,North Carolina,USA,South,33.74
ORD-909902,CUST-018934,2021-12-24 07:22:40,0,0.0,0.0,0,,,,,1,29,Male,Business,Scotland,UK,North,75.27
ORD-970634,CUST-003348,2024-07-22 14:08:17,5,6481.02,622.6700000000001,0,1296.2040000000002,0.0,124.53400000000002,39.039097222222225,0,69,Female,Consumer,North Carolina,USA,South,12.48
ORD-999805,CUST-019632,2022-04-15 13:59:41,3,11713.91,662.1,0,3904.6366666666668,0.0,220.70000000000002,9.347997685185184,0,36,Female,VIP,Wales,UK,West,25.22
ORD-347675,CUST-007111,2021-03-21 16:32:06,0,0.0,0.0,0,,,,,1,58,Male,Consumer,Hesse,Germany,Central,55.65
ORD-648390,CUST-019572,2023-03-28 05:40:08,2,1943.77,385.14,0,971.885,0.0,192.57,486.6898726851852,0,62,Male,Consumer,Hesse,Germany,Central,45.11
ORD-496176,CUST-024851,2025-10-12 08:08:32,2,3589.35,872.68,0,1794.675,0.0,436.34,328.9010648148148,0,33,Male,Consumer,Illinois,USA,Central,74.64
ORD-493050,CUST-012352,2021-09-15 22:52:48,1,222.46,0.0,0,222.46,0.0,0.0,21.502025462962962,0,59,Male,Consumer,Georgia,USA,South,7.5
ORD-405784,CUST-011251,2021-03-22 13:31:00,0,0.0,0.0,0,,,,,1,52,Non-Binary,Consumer,Scotland,UK,North,46.26
ORD-250071,CUST-016969,2022-10-16 03:59:45,3,3546.41,749.39,0,1182.1366666666665,0.0,249.79666666666665,109.2841087962963,0,21,Male,Premium,Wales,UK,West,57.07
ORD-860198,CUST-014577,2022-03-25 00:36:31,3,6833.68,1780.1399999999999,0,2277.8933333333334,0.0,593.38,120.46252314814815,0,50,Female,Consumer,Georgia,USA,South,13.56
ORD-384537,CUST-024547,2023-12-16 07:41:27,2,1787.0500000000002,423.44,0,893.5250000000001,0.0,211.72,212.40091435185184,0,72,Female,VIP,Pennsylvania,USA,East,28.93
ORD-469409,CUST-016621,2022-01-26 16:17:49,1,62.28,11.35,0,62.28,0.0,11.35,243.1861111111111,0,29,Female,Consumer,California,USA,West,35.62
ORD-989296,CUST-022110,2022-02-13 20:39:55,1,627.43,120.97,0,627.43,0.0,120.97,260.61199074074074,0,52,Female,Consumer,Victoria,Australia,South,64.49
ORD-519584,CUST-001407,2023-08-25 18:07:31,1,39.93,7.88,0,39.93,0.0,7.88,737.8584143518518,0,40,Male,Premium,New York,USA,East,70.59
ORD-180022,CUST-005492,2022-09-13 19:00:03,4,6290.89,728.52,0,1572.7225,0.0,182.13,60.049930555555555,0,39,Male,Consumer,New York,USA,East,69.3
ORD-308270,CUST-012683,2025-02-14 12:38:01,3,518.41,12.51,0,172.8033333333333,0.0,4.17,272.110162037037,0,29,Female,Premium,Pennsylvania,USA,East,20.19
ORD-448579,CUST-011031,2023-03-19 02:41:16,4,3841.81,1064.77,0,960.4525,0.0,266.1925,391.84435185185185,0,47,Non-Binary,Consumer,Wales,UK,West,32.29
ORD-193891,CUST-017512,2023-05-18 15:34:36,2,2152.72,834.13,0,1076.36,0.0,417.065,538.4911921296297,0,29,Male,Consumer,North Carolina,USA,South,23.67
ORD-975392,CUST-019919,2021-11-07 05:02:59,0,0.0,0.0,0,,,,,1,72,Male,Business,Michigan,USA,Central,65.75
ORD-318375,CUST-007013,2023-02-12 17:08:17,2,2943.9300000000003,150.16,0,1471.9650000000001,0.0,75.08,225.27072916666665,0,34,Female,Consumer,Georgia,USA,South,77.78
ORD-132296,CUST-006830,2023-07-21 19:22:00,2,3782.29,563.65,1,1891.145,0.5,281.825,5.665972222222222,0,23,Male,Consumer,Ohio,USA,Central,40.55
ORD-329445,CUST-013834,2024-11-10 22:32:55,3,1601.95,22.8,1,533.9833333333333,0.3333333333333333,7.6000000000000005,713.7503819444445,0,20,Female,Consumer,Hesse,Germany,Central,20.07
ORD-262021,CUST-020386,2023-03-07 08:44:20,3,1957.64,292.3,1,652.5466666666667,0.3333333333333333,97.43333333333334,291.50574074074075,0,71,Female,Business,North Carolina,USA,South,40.65
ORD-500910,CUST-007014,2025-04-23 08:50:38,8,15024.470000000001,1913.33,0,1878.0587500000001,0.0,239.16625,164.3414236111111,0,59,Male,Consumer,Tamil Nadu,India,South,23.9
ORD-219316,CUST-002460,2022-08-31 07:53:04,1,877.19,367.24,0,877.19,0.0,367.24,272.53533564814813,0,20,Female,Consumer,Uttar Pradesh,India,North,17.04
ORD-240426,CUST-006144,2022-11-23 14:24:38,2,1977.35,403.52,0,988.675,0.0,201.76,404.06357638888886,0,37,Female,Premium,Ohio,USA,Central,14.85
ORD-165242,CUST-013859,2022-11-16 20:33:43,1,278.5,9.32,0,278.5,0.0,9.32,167.11645833333333,0,70,Female,Consumer,Illinois,USA,Central,11.52
ORD-384065,CUST-021157,2024-07-25 17:40:09,6,9948.75,3208.2799999999997,0,1658.125,0.0,534.7133333333333,335.5690162037037,0,32,Male,Consumer,Florida,USA,South,54.34
ORD-607981,CUST-006802,2022-03-03 03:38:44,0,0.0,0.0,0,,,,,1,24,Female,VIP,Michigan,USA,Central,31.36
ORD-319391,CUST-016050,2024-08-06 19:38:30,7,7798.39,1068.8000000000002,2,1114.0557142857144,0.2857142857142857,152.6857142857143,47.95186342592593,0,69,Male,Consumer,Baden-Württemberg,Germany,South,26.22
ORD-765147,CUST-022039,2024-10-22 16:04:58,5,6895.28,2069.75,0,1379.056,0.0,413.95,89.70409722222222,0,73,Female,Premium,California,USA,West,33.35
ORD-307827,CUST-003799,2022-09-08 13:19:55,3,4457.04,505.32,0,1485.68,0.0,168.44,106.48793981481481,0,51,Male,Consumer,New York,USA,East,30.8
ORD-765803,CUST-022991,2025-06-06 21:21:03,4,4727.15,1446.1399999999999,0,1181.7875,0.0,361.53499999999997,1280.9728935185185,0,54,Non-Binary,Consumer,North Carolina,USA,South,62.03
ORD-675662,CUST-007931,2021-06-12 23:54:07,1,2743.75,0.0,1,2743.75,1.0,0.0,97.67679398148148,0,73,Male,Premium,Michigan,USA,Central,71.57
ORD-544638,CUST-004649,2023-10-08 03:54:28,6,8405.57,929.12,1,1400.9283333333333,0.16666666666666666,154.85333333333332,7.223576388888889,0,23,Female,Consumer,New York,USA,East,19.84
ORD-875824,CUST-000153,2024-11-24 03:26:46,2,2153.5699999999997,575.52,0,1076.7849999999999,0.0,287.76,1014.0387152777778,0,36,Female,Consumer,Pennsylvania,USA,East,51.02
ORD-511614,CUST-007621,2024-11-22 21:09:41,5,10978.210000000001,2664.51,0,2195.6420000000003,0.0,532.902,65.01927083333334,0,31,Male,Premium,Maharashtra,India,West,5.59
ORD-801897,CUST-012448,2021-10-05 23:57:40,0,0.0,0.0,0,,,,,1,62,Male,Consumer,Ohio,USA,Central,10.95
ORD-842604,CUST-023070,2023-04-14 22:29:36,2,3899.48,414.14,0,1949.74,0.0,207.07,175.88993055555557,0,58,Male,Consumer,Wales,UK,West,60.35
ORD-250847,CUST-016269,2023-10-31 23:42:19,1,53.3,0.0,1,53.3,1.0,0.0,91.89042824074075,0,54,Female,Consumer,New York,USA,East,64.5
ORD-639545,CUST-010662,2024-07-07 04:52:14,5,9098.539999999999,1747.5799999999997,0,1819.7079999999999,0.0,349.51599999999996,1.8721875,0,45,Male,Consumer,Michigan,USA,Central,14.77
ORD-276978,CUST-022577,2025-10-01 18:25:24,6,3996.2000000000003,860.6299999999999,0,666.0333333333334,0.0,143.4383333333333,613.1784375,0,49,Female,Consumer,North Carolina,USA,South,48.44
ORD-191904,CUST-019828,2023-12-30 01:28:36,4,5424.31,1772.19,0,1356.0775,0.0,443.0475,20.683842592592594,0,45,Male,Premium,Gujarat,India,West,37.7
ORD-107522,CUST-006135,2025-11-30 19:42:27,8,8346.98,1559.6499999999999,0,1043.3725,0.0,194.95624999999998,49.70953703703704,0,28,Male,Consumer,Florida,USA,South,63.16
ORD-352169,CUST-015992,2022-03-30 07:22:21,1,2306.94,426.68,0,2306.94,0.0,426.68,137.71407407407406,0,49,Female,VIP,Ohio,USA,Central,45.98
ORD-143309,CUST-016761,2022-07-10 08:19:55,1,595.46,96.12,0,595.46,0.0,96.12,170.68498842592592,0,23,Male,Consumer,New York,USA,East,29.67
ORD-223064,CUST-011692,2022-04-21 06:04:21,4,6576.47,1057.43,0,1644.1175,0.0,264.3575,19.748449074074074,0,27,Male,VIP,California,USA,West,51.76
ORD-667412,CUST-012916,2021-07-10 02:01:48,1,451.75,26.32,0,451.75,0.0,26.32,162.1667013888889,0,22,Male,Consumer,Texas,USA,South,70.42
ORD-656515,CUST-016986,2021-05-29 18:51:10,1,1029.61,130.19,0,1029.61,0.0,130.19,45.596550925925925,0,62,Female,Premium,Pennsylvania,USA,East,36.7
ORD-197893,CUST-022402,2025-12-25 18:38:36,7,9578.06,2735.99,0,1368.2942857142857,0.0,390.85571428571427,165.9991087962963,0,25,Non-Binary,Consumer,California,USA,West,14.85
ORD-163771,CUST-011725,2021-11-26 08:20:34,3,3203.39,466.21000000000004,1,1067.7966666666666,0.3333333333333333,155.40333333333334,105.00901620370371,0,28,Male,Consumer,Bavaria,Germany,South,46.11
ORD-287360,CUST-024783,2021-07-24 07:00:52,1,1978.88,424.7,0,1978.88,0.0,424.7,150.01929398148147,0,63,Female,Premium,Manitoba,Canada,Central,65.01
ORD-349214,CUST-000044,2022-01-06 07:37:08,1,2454.87,0.0,1,2454.87,1.0,0.0,12.63857638888889,0,25,Female,Consumer,Florida,USA,South,17.37
ORD-928747,CUST-000218,2022-09-18 03:39:55,1,2505.7900000000004,241.71,0,2505.7900000000004,0.0,241.71,173.50038194444446,0,41,Male,Consumer,Northern Ireland,UK,West,14.4
ORD-561175,CUST-021714,2024-11-01 04:14:48,2,1652.56,149.85999999999999,0,826.28,0.0,74.92999999999999,262.1034143518518,0,71,Female,Premium,Wales,UK,West,36.28
ORD-535002,CUST-013928,2023-06-26 10:58:00,1,965.14,0.0,1,965.14,1.0,0.0,565.6537268518518,0,20,Female,Consumer,Florida,USA,South,27.75
ORD-105440,CUST-019797,2022-06-14 12:04:07,4,2031.94,286.65000000000003,0,507.985,0.0,71.66250000000001,3.523877314814815,0,30,Male,Premium,Florida,USA,South,73.22
ORD-299383,CUST-024291,2023-03-03 04:00:17,1,1650.8100000000002,1091.18,0,1650.8100000000002,0.0,1091.18,431.30090277777776,0,64,Male,Consumer,Ohio,USA,Central,10.39
ORD-810225,CUST-001706,2021-10-01 19:33:38,0,0.0,0.0,0,,,,,1,60,Female,Consumer,Pennsylvania,USA,East,67.57
ORD-679991,CUST-012758,2024-01-26 18:54:17,0,0.0,0.0,0,,,,,1,39,Male,Consumer,New York,USA,East,64.8
ORD-738181,CUST-010062,2024-12-03 11:03:50,2,2369.01,252.1,0,1184.505,0.0,126.05,1095.4469328703703,0,68,Male,Consumer,Wales,UK,West,58.25
ORD-744230,CUST-018956,2025-09-30 01:03:50,9,12058.61,3228.9400000000005,0,1339.8455555555556,0.0,358.77111111111117,359.296087962963,0,31,Male,Premium,Northern Ireland,UK,West,9.37
ORD-405192,CUST-013067,2024-09-19 19:28:58,3,6841.63,2023.49,0,2280.5433333333335,0.0,674.4966666666667,248.73403935185186,0,42,Non-Binary,Premium,Pennsylvania,USA,East,76.69
ORD-503108,CUST-018205,2021-06-02 05:00:19,0,0.0,0.0,0,,,,,1,47,Female,Consumer,Northern Ireland,UK,West,62.1
ORD-722997,CUST-014284,2025-11-16 02:33:08,6,5102.320000000001,413.15999999999997,1,850.3866666666668,0.16666666666666666,68.86,148.09417824074075,0,64,Female,Consumer,California,USA,West,38.88
ORD-604206,CUST-007145,2025-08-11 21:43:58,7,8678.55,1882.5,0,1239.792857142857,0.0,268.92857142857144,67.8599074074074,0,70,Male,Consumer,Florida,USA,South,76.67
ORD-913259,CUST-019682,2025-02-15 23:41:56,6,5178.0,762.5699999999999,0,863.0,0.0,127.09499999999998,51.78349537037037,0,57,Male,Premium,Northern Ireland,UK,West,71.86
ORD-405805,CUST-024310,2023-02-22 11:57:06,1,718.97,95.69,0,718.97,0.0,95.69,398.55925925925925,0,19,Female,Consumer,New York,USA,East,64.94
ORD-508657,CUST-008976,2024-04-19 19:30:42,3,1798.29,111.53,0,599.43,0.0,37.17666666666667,294.12983796296294,0,18,Female,Consumer,Ohio,USA,Central,60.37
ORD-415509,CUST-008327,2024-12-31 22:35:59,4,4407.56,1175.96,0,1101.89,0.0,293.99,369.0890509259259,0,67,Male,Premium,Florida,USA,South,5.92
ORD-872894,CUST-003623,2022-04-10 05:52:07,0,0.0,0.0,0,,,,,1,56,Female,Premium,Georgia,USA,South,14.39
ORD-901154,CUST-000781,2024-11-08 07:27:13,6,8990.3,587.6899999999999,1,1498.3833333333332,0.16666666666666666,97.94833333333332,59.07422453703704,0,43,Female,Premium,North Carolina,USA,South,37.46
ORD-547575,CUST-022654,2022-07-23 23:03:55,0,0.0,0.0,0,,,,,1,54,Female,Consumer,Florida,USA,South,13.31
ORD-290855,CUST-019516,2024-12-11 08:22:06,5,10925.779999999999,462.69000000000005,1,2185.156,0.2,92.53800000000001,74.02023148148149,0,28,Female,Consumer,Illinois,USA,Central,67.38
ORD-426661,CUST-015252,2023-02-15 07:08:41,4,2991.77,348.09,0,747.9425,0.0,87.0225,81.83453703703704,0,53,Male,Consumer,British Columbia,Canada,West,15.19
ORD-986966,CUST-019211,2025-02-02 14:37:25,4,4988.0,543.97,0,1247.0,0.0,135.9925,109.8475462962963,0,42,Male,Business,Northern Ireland,UK,West,53.97
ORD-287796,CUST-020238,2025-09-18 09:54:32,5,9142.0,981.28,0,1828.4,0.0,196.256,527.9500810185185,0,42,Female,Business,Florida,USA,South,52.77
ORD-460320,CUST-016918,2024-06-14 02:05:15,5,7419.84,2100.5,0,1483.968,0.0,420.1,1.3523958333333332,0,72,Female,Premium,Bavaria,Germany,South,28.91
ORD-621132,CUST-020504,2023-12-14 23:13:38,7,11361.84,1557.76,0,1623.1200000000001,0.0,222.53714285714287,35.13466435185185,0,66,Female,Premium,Sharjah,UAE,North,41.19
ORD-301379,CUST-005663,2022-02-20 09:18:23,0,0.0,0.0,0,,,,,1,68,Male,VIP,Florida,USA,South,44.04
ORD-404935,CUST-002877,2024-09-04 18:42:55,4,4872.83,255.94,0,1218.2075,0.0,63.985,509.30600694444445,0,61,Male,Consumer,England,UK,North,12.2
ORD-545168,CUST-020261,2025-03-05 23:40:30,5,10163.93,1778.6000000000001,1,2032.786,0.2,355.72,268.529537037037,0,56,Male,Consumer,North Rhine,Germany,West,55.13
ORD-405928,CUST-023545,2023-09-09 22:23:46,3,2760.0299999999997,346.06000000000006,0,920.0099999999999,0.0,115.35333333333335,309.03497685185187,0,39,Male,Premium,England,UK,North,30.56
ORD-829854,CUST-006269,2025-08-05 11:41:14,3,1507.6599999999999,224.62,0,502.5533333333333,0.0,74.87333333333333,218.76349537037038,0,34,Female,Premium,Victoria,Australia,South,52.77
ORD-779742,CUST-007741,2021-07-24 13:16:42,0,0.0,0.0,0,,,,,1,54,Female,VIP,Florida,USA,South,54.31
ORD-865385,CUST-015842,2025-05-22 00:00:17,1,1466.42,300.71000000000004,0,1466.42,0.0,300.71000000000004,735.7719328703704,0,68,Female,Business,North Carolina,USA,South,10.4
